ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_4x8x10, send_bit_count, port0, Accumulator, 497296000, 73, 5898240, 377487360, 92160, 64, 64
rtr_4x8x10, send_packet_count, port0, Accumulator, 497296000, 73, 92160, 92160, 92160, 1, 1
rtr_4x8x10, output_port_stalls, port0, Accumulator, 497296000, 73, 180450000, 4544364000000, 19772, 2000, 140000
rtr_4x8x10, idle_time, port0, Accumulator, 497296000, 73, 28734000, 22557420000000, 3242, 4000, 4716000
rtr_4x8x10, width_adj_count, port0, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, send_bit_count, port1, Accumulator, 497296000, 73, 4587520, 293601280, 71680, 64, 64
rtr_4x8x10, send_packet_count, port1, Accumulator, 497296000, 73, 71680, 71680, 71680, 1, 1
rtr_4x8x10, output_port_stalls, port1, Accumulator, 497296000, 73, 26000, 52000000, 13, 2000, 2000
rtr_4x8x10, idle_time, port1, Accumulator, 497296000, 73, 353688000, 6030750144000000, 12939, 4000, 77544000
rtr_4x8x10, width_adj_count, port1, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, send_bit_count, port2, Accumulator, 497296000, 73, 5898240, 377487360, 92160, 64, 64
rtr_4x8x10, send_packet_count, port2, Accumulator, 497296000, 73, 92160, 92160, 92160, 1, 1
rtr_4x8x10, output_port_stalls, port2, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, idle_time, port2, Accumulator, 497296000, 73, 312976000, 4871488000000, 37179, 4000, 904000
rtr_4x8x10, width_adj_count, port2, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, send_bit_count, port3, Accumulator, 497296000, 73, 4587520, 293601280, 71680, 64, 64
rtr_4x8x10, send_packet_count, port3, Accumulator, 497296000, 73, 71680, 71680, 71680, 1, 1
rtr_4x8x10, output_port_stalls, port3, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, idle_time, port3, Accumulator, 497296000, 73, 353936000, 11230624000000, 35694, 4000, 2384000
rtr_4x8x10, width_adj_count, port3, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, send_bit_count, port4, Accumulator, 497296000, 73, 5898240, 377487360, 92160, 64, 64
rtr_4x8x10, send_packet_count, port4, Accumulator, 497296000, 73, 92160, 92160, 92160, 1, 1
rtr_4x8x10, output_port_stalls, port4, Accumulator, 497296000, 73, 84000, 176000000, 41, 2000, 4000
rtr_4x8x10, idle_time, port4, Accumulator, 497296000, 73, 311436000, 23137272000000, 31666, 4000, 4070000
rtr_4x8x10, width_adj_count, port4, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, send_bit_count, port5, Accumulator, 497296000, 73, 4587520, 293601280, 71680, 64, 64
rtr_4x8x10, send_packet_count, port5, Accumulator, 497296000, 73, 71680, 71680, 71680, 1, 1
rtr_4x8x10, output_port_stalls, port5, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, idle_time, port5, Accumulator, 497296000, 73, 353936000, 79995080000000, 29762, 4000, 8168000
rtr_4x8x10, width_adj_count, port5, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, send_bit_count, port6, Accumulator, 497296000, 73, 2621440, 167772160, 40960, 64, 64
rtr_4x8x10, send_packet_count, port6, Accumulator, 497296000, 73, 40960, 40960, 40960, 1, 1
rtr_4x8x10, output_port_stalls, port6, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, idle_time, port6, Accumulator, 497296000, 73, 415376000, 12725200000000, 27433, 4000, 1128000
rtr_4x8x10, width_adj_count, port6, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_4x8x10, xbar_stalls, port0, Accumulator, 497296000, 73, 8782, 8782, 8782, 1, 1
rtr_4x8x10, xbar_stalls, port1, Accumulator, 497296000, 73, 147727, 147727, 147727, 1, 1
rtr_4x8x10, xbar_stalls, port2, Accumulator, 497296000, 73, 7027, 7027, 7027, 1, 1
rtr_4x8x10, xbar_stalls, port3, Accumulator, 497296000, 73, 9321, 9321, 9321, 1, 1
rtr_4x8x10, xbar_stalls, port4, Accumulator, 497296000, 73, 4888, 4888, 4888, 1, 1
rtr_4x8x10, xbar_stalls, port5, Accumulator, 497296000, 73, 7575, 7575, 7575, 1, 1
rtr_4x8x10, xbar_stalls, port6, Accumulator, 497296000, 73, 168894, 168894, 168894, 1, 1
testNic_2692:networkIF, packet_latency, , Accumulator, 497296000, 73, 495519337, 47895708766711, 40960, 147, 314036
testNic_2692:networkIF, send_bit_count, , Accumulator, 497296000, 73, 2621440, 167772160, 40960, 64, 64
testNic_2692:networkIF, output_port_stalls, , Accumulator, 497296000, 73, 304737000, 63511513000000, 15850, 1000, 830000
testNic_2692:networkIF, idle_time, , Accumulator, 497296000, 73, 1343000, 33073000000, 97, 2000, 56000
rtr_5x8x10, send_bit_count, port0, Accumulator, 497296000, 73, 5898240, 377487360, 92160, 64, 64
rtr_5x8x10, send_packet_count, port0, Accumulator, 497296000, 73, 92160, 92160, 92160, 1, 1
rtr_5x8x10, output_port_stalls, port0, Accumulator, 497296000, 73, 180182000, 4755484000000, 17617, 2000, 170000
rtr_5x8x10, idle_time, port0, Accumulator, 497296000, 73, 42352000, 22109184000000, 5255, 4000, 4652000
rtr_5x8x10, width_adj_count, port0, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, send_bit_count, port1, Accumulator, 497296000, 73, 4587520, 293601280, 71680, 64, 64
rtr_5x8x10, send_packet_count, port1, Accumulator, 497296000, 73, 71680, 71680, 71680, 1, 1
rtr_5x8x10, output_port_stalls, port1, Accumulator, 497296000, 73, 18000, 36000000, 9, 2000, 2000
rtr_5x8x10, idle_time, port1, Accumulator, 497296000, 73, 353792000, 11316051000000000, 12898, 4000, 106322000
rtr_5x8x10, width_adj_count, port1, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, send_bit_count, port2, Accumulator, 497296000, 73, 5898240, 377487360, 92160, 64, 64
rtr_5x8x10, send_packet_count, port2, Accumulator, 497296000, 73, 92160, 92160, 92160, 1, 1
rtr_5x8x10, output_port_stalls, port2, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, idle_time, port2, Accumulator, 497296000, 73, 312976000, 4777784000000, 36987, 4000, 838000
rtr_5x8x10, width_adj_count, port2, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, send_bit_count, port3, Accumulator, 497296000, 73, 4587520, 293601280, 71680, 64, 64
rtr_5x8x10, send_packet_count, port3, Accumulator, 497296000, 73, 71680, 71680, 71680, 1, 1
rtr_5x8x10, output_port_stalls, port3, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, idle_time, port3, Accumulator, 497296000, 73, 353936000, 10918672000000, 35681, 4000, 2318000
rtr_5x8x10, width_adj_count, port3, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, send_bit_count, port4, Accumulator, 497296000, 73, 5898240, 377487360, 92160, 64, 64
rtr_5x8x10, send_packet_count, port4, Accumulator, 497296000, 73, 92160, 92160, 92160, 1, 1
rtr_5x8x10, output_port_stalls, port4, Accumulator, 497296000, 73, 74000, 148000000, 37, 2000, 2000
rtr_5x8x10, idle_time, port4, Accumulator, 497296000, 73, 311562000, 22738916000000, 31775, 4000, 4004000
rtr_5x8x10, width_adj_count, port4, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, send_bit_count, port5, Accumulator, 497296000, 73, 4587520, 293601280, 71680, 64, 64
rtr_5x8x10, send_packet_count, port5, Accumulator, 497296000, 73, 71680, 71680, 71680, 1, 1
rtr_5x8x10, output_port_stalls, port5, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, idle_time, port5, Accumulator, 497296000, 73, 353936000, 75410872000000, 30041, 4000, 7986000
rtr_5x8x10, width_adj_count, port5, Accumulator, 497296000, 73, 0, 0, 0, 0, 0
rtr_5x8x10, send_bit_count, port6, Accumulator, 497296000, 73, 2621440, 167772160, 40960, 64, 64
rtr_5x8x10, send_packet_count, port6, Accumulator, 497296000, 73, 40960, 40960, 40960, 1, 1
