ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_0x14x14, send_bit_count, port0, Accumulator, 497296000, 104, 5898240, 377487360, 92160, 64, 64
rtr_0x14x14, send_packet_count, port0, Accumulator, 497296000, 104, 92160, 92160, 92160, 1, 1
rtr_0x14x14, output_port_stalls, port0, Accumulator, 497296000, 104, 147808000, 4349152000000, 15268, 2000, 134000
rtr_0x14x14, idle_time, port0, Accumulator, 497296000, 104, 38842000, 1407759260000000, 280, 4000, 37520000
rtr_0x14x14, width_adj_count, port0, Accumulator, 497296000, 104, 0, 0, 0, 0, 0
rtr_0x14x14, send_bit_count, port1, Accumulator, 497296000, 104, 4587520, 293601280, 71680, 64, 64
rtr_0x14x14, send_packet_count, port1, Accumulator, 497296000, 104, 71680, 71680, 71680, 1, 1
rtr_0x14x14, output_port_stalls, port1, Accumulator, 497296000, 104, 0, 0, 0, 0, 0
rtr_0x14x14, idle_time, port1, Accumulator, 497296000, 104, 353936000, 114798128000000, 11237, 4000, 3942000
rtr_0x14x14, width_adj_count, port1, Accumulator, 497296000, 104, 0, 0, 0, 0, 0
rtr_0x14x14, send_bit_count, port2, Accumulator, 497296000, 104, 5898240, 377487360, 92160, 64, 64
rtr_0x14x14, send_packet_count, port2, Accumulator, 497296000, 104, 92160, 92160, 92160, 1, 1
rtr_0x14x14, output_port_stalls, port2, Accumulator, 497296000, 104, 0, 0, 0, 0, 0
rtr_0x14x14, idle_time, port2, Accumulator, 497296000, 104, 312976000, 14442696000000, 37221, 4000, 3212000
rtr_0x14x14, width_adj_count, port2, Accumulator, 497296000, 104, 0, 0, 0, 0, 0
rtr_0x14x14, send_bit_count, port3, Accumulator, 497296000, 104, 4587520, 293601280, 71680, 64, 64
rtr_0x14x14, send_packet_count, port3, Accumulator, 497296000, 104, 71680, 71680, 71680, 1, 1
rtr_0x14x14, output_port_stalls, port3, Accumulator, 497296000, 104, 0, 0, 0, 0, 0
