ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_14x13x0, send_bit_count, port0, Accumulator, 497296000, 6, 5898240, 377487360, 92160, 64, 64
rtr_14x13x0, send_packet_count, port0, Accumulator, 497296000, 6, 92160, 92160, 92160, 1, 1
rtr_14x13x0, output_port_stalls, port0, Accumulator, 497296000, 6, 14696000, 32800000000, 6993, 2000, 8000
rtr_14x13x0, idle_time, port0, Accumulator, 497296000, 6, 277006000, 25834873164000000, 10181, 4000, 160724000
rtr_14x13x0, width_adj_count, port0, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, send_bit_count, port1, Accumulator, 497296000, 6, 4587520, 293601280, 71680, 64, 64
rtr_14x13x0, send_packet_count, port1, Accumulator, 497296000, 6, 71680, 71680, 71680, 1, 1
rtr_14x13x0, output_port_stalls, port1, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, idle_time, port1, Accumulator, 497296000, 6, 353936000, 62988520000000, 14079, 4000, 3124000
rtr_14x13x0, width_adj_count, port1, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, send_bit_count, port2, Accumulator, 497296000, 6, 5898240, 377487360, 92160, 64, 64
rtr_14x13x0, send_packet_count, port2, Accumulator, 497296000, 6, 92160, 92160, 92160, 1, 1
rtr_14x13x0, output_port_stalls, port2, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, idle_time, port2, Accumulator, 497296000, 6, 312976000, 15004048000000, 36876, 4000, 3350000
rtr_14x13x0, width_adj_count, port2, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, send_bit_count, port3, Accumulator, 497296000, 6, 4587520, 293601280, 71680, 64, 64
rtr_14x13x0, send_packet_count, port3, Accumulator, 497296000, 6, 71680, 71680, 71680, 1, 1
rtr_14x13x0, output_port_stalls, port3, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, idle_time, port3, Accumulator, 497296000, 6, 353936000, 8100992000000, 35293, 4000, 1392000
rtr_14x13x0, width_adj_count, port3, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, send_bit_count, port4, Accumulator, 497296000, 6, 5898240, 377487360, 92160, 64, 64
rtr_14x13x0, send_packet_count, port4, Accumulator, 497296000, 6, 92160, 92160, 92160, 1, 1
rtr_14x13x0, output_port_stalls, port4, Accumulator, 497296000, 6, 56000, 112000000, 28, 2000, 2000
rtr_14x13x0, idle_time, port4, Accumulator, 497296000, 6, 312012000, 22366672000000, 31627, 4000, 3900000
rtr_14x13x0, width_adj_count, port4, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, send_bit_count, port5, Accumulator, 497296000, 6, 4587520, 293601280, 71680, 64, 64
rtr_14x13x0, send_packet_count, port5, Accumulator, 497296000, 6, 71680, 71680, 71680, 1, 1
rtr_14x13x0, output_port_stalls, port5, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, idle_time, port5, Accumulator, 497296000, 6, 353936000, 76919528000000, 30229, 4000, 7976000
rtr_14x13x0, width_adj_count, port5, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
rtr_14x13x0, send_bit_count, port6, Accumulator, 497296000, 6, 2621440, 167772160, 40960, 64, 64
rtr_14x13x0, send_packet_count, port6, Accumulator, 497296000, 6, 40960, 40960, 40960, 1, 1
rtr_14x13x0, output_port_stalls, port6, Accumulator, 497296000, 6, 0, 0, 0, 0, 0
